ComplaintID,ComplaintText,Category,UrgencyLevel,Sentiment,Authority
4821,This is a complaint about Water Supply issue.,Waste Management,Medium,Neutral,Water Department
4822,This is a complaint about Electricity issue.,Electricity,Low,Negative,Electricity Board
4823,This is a complaint about Water Supply issue.,Waste Management,Low,Neutral,Electricity Board
4824,This is a complaint about Electricity issue.,Water Supply,Medium,Positive,Electricity Board
4825,This is a complaint about Waste Management issue.,Water Supply,High,Negative,Electricity Board
4826,This is a complaint about Electricity issue.,Water Supply,High,Positive,Water Department
4827,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Electricity Board
4828,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Waste Management Division
4829,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Water Department
4830,This is a complaint about Water Supply issue.,Electricity,Medium,Negative,Waste Management Division
4831,This is a complaint about Waste Management issue.,Road Damage,High,Negative,Waste Management Division
4832,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Public Works
4833,This is a complaint about Waste Management issue.,Water Supply,Low,Neutral,Electricity Board
4834,This is a complaint about Electricity issue.,Road Damage,Medium,Negative,Water Department
4835,This is a complaint about Waste Management issue.,Water Supply,Low,Negative,Water Department
4836,This is a complaint about Water Supply issue.,Electricity,Medium,Positive,Waste Management Division
4837,This is a complaint about Electricity issue.,Electricity,High,Positive,Waste Management Division
4838,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Waste Management Division
4839,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Waste Management Division
4840,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Waste Management Division
4841,This is a complaint about Electricity issue.,Electricity,Low,Positive,Water Department
4842,This is a complaint about Road Damage issue.,Waste Management,High,Negative,Water Department
4843,This is a complaint about Waste Management issue.,Electricity,Medium,Neutral,Waste Management Division
4844,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Electricity Board
4845,This is a complaint about Waste Management issue.,Electricity,Medium,Neutral,Electricity Board
4846,This is a complaint about Electricity issue.,Road Damage,High,Positive,Water Department
4847,This is a complaint about Electricity issue.,Electricity,High,Neutral,Water Department
4848,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Public Works
4849,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Electricity Board
4850,This is a complaint about Electricity issue.,Waste Management,Low,Positive,Public Works
4851,This is a complaint about Water Supply issue.,Road Damage,High,Positive,Public Works
4852,This is a complaint about Water Supply issue.,Electricity,High,Negative,Electricity Board
4853,This is a complaint about Electricity issue.,Waste Management,Medium,Negative,Electricity Board
4854,This is a complaint about Road Damage issue.,Electricity,High,Negative,Waste Management Division
4855,This is a complaint about Waste Management issue.,Road Damage,High,Negative,Electricity Board
4856,This is a complaint about Electricity issue.,Road Damage,Medium,Negative,Waste Management Division
4857,This is a complaint about Water Supply issue.,Road Damage,Medium,Positive,Public Works
4858,This is a complaint about Waste Management issue.,Road Damage,Low,Neutral,Public Works
4859,This is a complaint about Road Damage issue.,Electricity,Low,Negative,Public Works
4860,This is a complaint about Waste Management issue.,Water Supply,High,Neutral,Public Works
4861,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Electricity Board
4862,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Electricity Board
4863,This is a complaint about Road Damage issue.,Waste Management,Low,Positive,Public Works
4864,This is a complaint about Water Supply issue.,Road Damage,Low,Neutral,Waste Management Division
4865,This is a complaint about Water Supply issue.,Road Damage,Medium,Positive,Water Department
4866,This is a complaint about Water Supply issue.,Waste Management,High,Positive,Electricity Board
4867,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Water Department
4868,This is a complaint about Electricity issue.,Road Damage,Low,Neutral,Electricity Board
4869,This is a complaint about Electricity issue.,Road Damage,Low,Negative,Public Works
4870,This is a complaint about Waste Management issue.,Waste Management,High,Negative,Water Department
4871,This is a complaint about Waste Management issue.,Water Supply,High,Positive,Public Works
4872,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Water Department
4873,This is a complaint about Waste Management issue.,Waste Management,Medium,Negative,Electricity Board
4874,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Water Department
4875,This is a complaint about Waste Management issue.,Road Damage,High,Negative,Electricity Board
4876,This is a complaint about Electricity issue.,Road Damage,Low,Neutral,Public Works
4877,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Public Works
4878,This is a complaint about Waste Management issue.,Water Supply,Low,Positive,Public Works
4879,This is a complaint about Road Damage issue.,Electricity,High,Neutral,Waste Management Division
4880,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Water Department
4881,This is a complaint about Electricity issue.,Road Damage,Low,Positive,Electricity Board
4882,This is a complaint about Electricity issue.,Waste Management,Medium,Positive,Electricity Board
4883,This is a complaint about Waste Management issue.,Waste Management,Low,Negative,Electricity Board
4884,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Water Department
4885,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Waste Management Division
4886,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Electricity Board
4887,This is a complaint about Water Supply issue.,Waste Management,Low,Negative,Waste Management Division
4888,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Electricity Board
4889,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Public Works
4890,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Electricity Board
4891,This is a complaint about Electricity issue.,Waste Management,Low,Negative,Water Department
4892,This is a complaint about Waste Management issue.,Water Supply,High,Negative,Water Department
4893,This is a complaint about Water Supply issue.,Electricity,Low,Negative,Water Department
4894,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Public Works
4895,This is a complaint about Electricity issue.,Road Damage,Medium,Negative,Public Works
4896,This is a complaint about Water Supply issue.,Waste Management,Medium,Neutral,Public Works
4897,This is a complaint about Waste Management issue.,Waste Management,Medium,Neutral,Water Department
4898,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Electricity Board
4899,This is a complaint about Water Supply issue.,Electricity,Medium,Positive,Electricity Board
4900,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Water Department
4901,This is a complaint about Water Supply issue.,Waste Management,Low,Neutral,Waste Management Division
4902,This is a complaint about Electricity issue.,Waste Management,Low,Positive,Public Works
4903,This is a complaint about Electricity issue.,Electricity,Medium,Positive,Electricity Board
4904,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Water Department
4905,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Waste Management Division
4906,This is a complaint about Waste Management issue.,Waste Management,Low,Negative,Public Works
4907,This is a complaint about Water Supply issue.,Electricity,High,Negative,Electricity Board
4908,This is a complaint about Electricity issue.,Electricity,Low,Negative,Public Works
4909,This is a complaint about Electricity issue.,Waste Management,Medium,Positive,Public Works
4910,This is a complaint about Road Damage issue.,Electricity,Low,Neutral,Electricity Board
4911,This is a complaint about Electricity issue.,Electricity,High,Negative,Electricity Board
4912,This is a complaint about Electricity issue.,Electricity,Medium,Negative,Public Works
4913,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Water Department
4914,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Public Works
4915,This is a complaint about Electricity issue.,Water Supply,High,Neutral,Electricity Board
4916,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Public Works
4917,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Waste Management Division
